id,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,vid_id
XhoVvwnMSOY,39570,520,19,0,173,XhoVvwnMSOY
-wq21oyADGU,823949,4726,280,0,1367,-wq21oyADGU
qzfLVekjPJA,7574,635,4,0,240,qzfLVekjPJA
tm9HhIFr5ZM,24950,880,28,0,287,tm9HhIFr5ZM
sbtqjPE1Wfg,43511,1225,40,0,387,sbtqjPE1Wfg
M_8rm2kvhjE,101629,1938,150,0,671,M_8rm2kvhjE
kz99usJoavo,176585,2104,66,0,437,kz99usJoavo
tlvihszEZC8,72211,1516,71,0,0,tlvihszEZC8
-ziZBUQlPH0,313356,2050,55,0,920,-ziZBUQlPH0
KehAOxMfM4U,19234,435,24,0,1,KehAOxMfM4U
eb5bVEL3Um8,51421,1172,30,0,160,eb5bVEL3Um8
OKECphdstLc,28535,1238,14,0,201,OKECphdstLc
yCCGo9s2oAA,117138,1244,97,0,502,yCCGo9s2oAA
aMTMj02ZSCU,36395,1121,36,0,275,aMTMj02ZSCU
tmUr06qw-sM,59106,794,69,0,207,tmUr06qw-sM
cDEzTY61kTg,222305,4697,101,0,1007,cDEzTY61kTg
XV8ZMLwysBI,20376,515,24,0,62,XV8ZMLwysBI
yXcc-iZBTj8,12910,401,11,0,69,yXcc-iZBTj8
dcTVRmU2tZk,58123,2284,51,0,416,dcTVRmU2tZk
39n-oO6jlBk,1023780,6079,588,0,4485,39n-oO6jlBk
Y_0hshR9RvY,202948,2562,49,0,510,Y_0hshR9RvY
ReAK5CEoBhg,70859,438,17,0,138,ReAK5CEoBhg
2wJLbjAqv4M,12536,548,13,0,134,2wJLbjAqv4M
ODexLVW7GMQ,39183,1032,41,0,197,ODexLVW7GMQ
ALsaE9VLBDI,6733,401,3,0,53,ALsaE9VLBDI
ipCmg7Le7nE,212864,1368,119,0,621,ipCmg7Le7nE
cucA_eG3-P0,246944,3565,47,0,683,cucA_eG3-P0
xkadfdp98x4,192176,1274,194,0,645,xkadfdp98x4
UzX93I6n4jg,81215,743,35,0,253,UzX93I6n4jg
3Ca4DXbzd5o,96212,3071,374,0,421,3Ca4DXbzd5o
aMvDHPpozZY,26331,1045,11,0,180,aMvDHPpozZY
iYJNOqijY7U,315681,2784,252,0,2337,iYJNOqijY7U
gjRExR4n87E,94754,2749,43,0,561,gjRExR4n87E
JCaZnO2tNiE,251914,2474,313,0,812,JCaZnO2tNiE
-afU0dniB4k,17759,735,37,0,166,-afU0dniB4k
PxStAKNrEjg,203253,1577,142,0,442,PxStAKNrEjg
_ttpwW27ULs,122158,2265,55,0,584,_ttpwW27ULs
ius6msSePEU,28606,438,12,0,141,ius6msSePEU
6Oepd2duyAg,85175,389,152,0,146,6Oepd2duyAg
2eVYQjhpiJM,40195,1244,51,0,361,2eVYQjhpiJM
s_YjmTuXcGk,491002,2540,130,0,646,s_YjmTuXcGk
2XlOY6TyIwQ,3145,417,1,0,82,2XlOY6TyIwQ
WfyPLXsKxxg,198718,4017,119,0,1030,WfyPLXsKxxg
O4RRQqUy3XQ,64509,1364,78,0,519,O4RRQqUy3XQ
5qR3LRnvzKM,11194,412,5,0,97,5qR3LRnvzKM
KcbuS0V02ro,14118,239,26,0,50,KcbuS0V02ro
ydxBpf-cprI,26766,1266,10,0,183,ydxBpf-cprI
CyyZZ_X0Z7w,72576,1378,109,0,778,CyyZZ_X0Z7w
fKYFl7lopkU,54619,2193,50,0,508,fKYFl7lopkU
32kBdFRxkNg,147979,3453,117,0,995,32kBdFRxkNg
FqtmoAv87hY,364643,NA,NA,0,505,FqtmoAv87hY
aR8x7VseR-c,8287,218,10,0,47,aR8x7VseR-c
jCRLknssceY,643667,3749,129,0,1564,jCRLknssceY
gYGyxpVX7jI,98867,1257,85,0,802,gYGyxpVX7jI
NePFSc3hzG4,8828,502,15,0,2,NePFSc3hzG4
O6QMKwd0w5Q,240763,4634,137,0,1090,O6QMKwd0w5Q
yzaAW5j9YgQ,1138,59,2,0,17,yzaAW5j9YgQ
Bun91XbVZJQ,32820,NA,NA,0,NA,Bun91XbVZJQ
9f8LSc_AVbY,1305980,16232,733,0,3936,9f8LSc_AVbY
9Viyswpa9UU,17612,461,9,0,78,9Viyswpa9UU
HYfpGmT7RyM,2907,111,20,0,62,HYfpGmT7RyM
kuQa1Q0GlOs,161328,1718,33,0,228,kuQa1Q0GlOs
Mvp8d9KMyt8,326726,1517,89,0,476,Mvp8d9KMyt8
lXHEVTupJ7I,22814,787,16,0,260,lXHEVTupJ7I
z8hCcRHCAcw,186017,1073,49,0,760,z8hCcRHCAcw
ifMyim0Fv2o,16900,754,11,0,138,ifMyim0Fv2o
N4z2bSW_Vbk,4090,181,7,0,21,N4z2bSW_Vbk
EQsavDDnTKY,5249,158,9,0,35,EQsavDDnTKY
ZMQIeJ3LvWo,15975,264,22,0,43,ZMQIeJ3LvWo
kPgHE3OIk28,294273,2027,76,0,942,kPgHE3OIk28
f_B81oGOaFQ,62602,476,19,0,95,f_B81oGOaFQ
ibrGgKYL3ug,4670,38,98,0,77,ibrGgKYL3ug
hwCnro6zwRE,48054,966,24,0,187,hwCnro6zwRE
xis61Sxsosw,16812,1213,21,0,231,xis61Sxsosw
cDOc2ggUTqE,44223,300,17,0,170,cDOc2ggUTqE
xP4I85twEUk,11108,534,6,0,110,xP4I85twEUk
3ee4aLyDkIA,301955,4361,250,0,1156,3ee4aLyDkIA
NmvdHH6gfgo,152451,731,185,0,328,NmvdHH6gfgo
DX60FH_8084,14971,440,9,0,72,DX60FH_8084
KD0WB_1VIh8,20745,341,3,0,93,KD0WB_1VIh8
zh5l4pHd_ac,16967,255,6,0,55,zh5l4pHd_ac
XBNOv7uEs9I,49590,1274,51,0,270,XBNOv7uEs9I
eJcnYAuuuPU,270448,4099,99,0,961,eJcnYAuuuPU
RwFFJywvqJ4,983473,4151,368,0,2617,RwFFJywvqJ4
wDecD4_bUnc,55879,700,12,0,96,wDecD4_bUnc
2awkwWmE_U4,950343,4312,638,0,1236,2awkwWmE_U4
yYK38hL7G1Y,89490,1651,49,0,213,yYK38hL7G1Y
LddpyjzkUpI,162657,761,446,0,892,LddpyjzkUpI
UAPiAZ5m9QQ,11451,267,10,0,55,UAPiAZ5m9QQ
dbB9WIFA96E,146665,843,103,0,420,dbB9WIFA96E
PdXTgB0o-Jc,88426,985,33,0,243,PdXTgB0o-Jc
rC2J1tEaprs,12837,474,3,0,52,rC2J1tEaprs
rkKsrsHCRDc,196842,2001,194,0,1041,rkKsrsHCRDc
1XPu6uPwHf8,180021,1409,270,0,283,1XPu6uPwHf8
WPfkeGu8SZY,34663,1366,17,0,222,WPfkeGu8SZY
wUH-pYbMt6I,137710,629,45,0,651,wUH-pYbMt6I
mgqLH64PZDA,75319,880,15,0,272,mgqLH64PZDA
XLKNVdy60m4,138358,2143,48,0,294,XLKNVdy60m4
iOLyXv74UJ0,274131,4507,93,0,823,iOLyXv74UJ0
DWxD00j0Wl8,658361,1681,1016,0,2163,DWxD00j0Wl8
Jzapi2EGi_g,204527,1366,16,0,694,Jzapi2EGi_g
aLDTFejmitE,24254,444,14,0,185,aLDTFejmitE
3bcfhz33M_M,201516,1476,57,0,955,3bcfhz33M_M
H5IK_4HELuw,76946,1999,92,0,598,H5IK_4HELuw
e84FMZGTzfU,70057,1004,42,0,415,e84FMZGTzfU
cAmJja4G6-Q,59587,632,60,0,279,cAmJja4G6-Q
JE_Uf-oMo1Y,260521,2166,406,0,1341,JE_Uf-oMo1Y
EgxJvL19kfw,70717,1311,103,0,562,EgxJvL19kfw
on8a_LCGR4s,53522,983,44,0,291,on8a_LCGR4s
uMwzkyb5Ut8,786,107,0,0,12,uMwzkyb5Ut8
voZO5heXcaI,51565,926,43,0,205,voZO5heXcaI
3ledjjMCVyw,19010,380,11,0,63,3ledjjMCVyw
eRXAW-0zu7M,491374,2326,155,0,1063,eRXAW-0zu7M
1Y_H0TQ1jeg,40109,975,14,0,137,1Y_H0TQ1jeg
trxOaNqUq9o,13016,547,21,0,119,trxOaNqUq9o
L5yXkmz6BfY,58780,847,9,0,200,L5yXkmz6BfY
i0XKxX17nXo,700601,2809,190,0,883,i0XKxX17nXo
oRy4e3wI8m4,151947,611,162,0,196,oRy4e3wI8m4
Y_kUB7XCRK8,109060,1385,74,0,320,Y_kUB7XCRK8
0tGSWklE5-k,10053,445,3,0,0,0tGSWklE5-k
19duO5jMPrQ,13186,533,14,0,130,19duO5jMPrQ
RdKqqh8WfgE,8191,213,8,0,44,RdKqqh8WfgE
P3O08GEBZws,9256,322,11,0,81,P3O08GEBZws
R4SFquvXuP0,1691,105,8,0,13,R4SFquvXuP0
dPttXPBPP3Y,121343,3126,32,0,634,dPttXPBPP3Y
l3AkhN1zgkU,74090,1212,36,0,232,l3AkhN1zgkU
4JSBgRFd4Ks,66286,1430,88,0,463,4JSBgRFd4Ks
7yylMVSdFtY,45610,1010,24,0,253,7yylMVSdFtY
eHdrupdkwOE,8253,365,8,0,97,eHdrupdkwOE
TcZ8_nK4LaE,3892,242,1,0,48,TcZ8_nK4LaE
0q60zNKiWLo,13553,574,10,0,26,0q60zNKiWLo
3Av4cap8ZAk,17672,331,24,0,115,3Av4cap8ZAk
x6zkTZeFDXk,3146,115,8,0,7,x6zkTZeFDXk
rTQz62dlLDA,73267,1547,43,0,598,rTQz62dlLDA
n5nhtFbduyE,122291,1286,587,0,942,n5nhtFbduyE
XbU0rdthJKc,72842,1886,88,0,428,XbU0rdthJKc
BbefvSAcMCY,89599,1547,36,0,166,BbefvSAcMCY
uLhcQyFMzYo,111,3,1,0,0,uLhcQyFMzYo
DH277KZ16AI,53070,1125,61,0,319,DH277KZ16AI
m6OgM9h5c4s,7989,242,5,0,35,m6OgM9h5c4s
EBeXm7QUg4Y,23587,563,11,0,118,EBeXm7QUg4Y
Rf3YzxNNGms,25029,629,11,0,109,Rf3YzxNNGms
drN9zNF5QG0,12797,253,7,0,24,drN9zNF5QG0
vn_r6UW7TNk,131226,1073,18,0,118,vn_r6UW7TNk
iB0BaB0Or7U,29855,137,64,0,251,iB0BaB0Or7U
VLZhMxGzqHE,15858,479,2,0,83,VLZhMxGzqHE
Z4oVjB90CVc,6744,255,3,0,45,Z4oVjB90CVc
P-gd7xAVqdc,14662,500,4,0,83,P-gd7xAVqdc
RWeRG9bM3a4,56489,265,16,0,49,RWeRG9bM3a4
rek1v0VAX98,62249,630,44,0,263,rek1v0VAX98
PZ_PCQz2QX8,16182,752,15,0,124,PZ_PCQz2QX8
Z32ivbYfqnM,107604,1206,12,0,315,Z32ivbYfqnM
mGj-Pa8pD-Y,1474,63,4,0,NA,mGj-Pa8pD-Y
pguiXk9jCsk,3269,113,0,0,29,pguiXk9jCsk
r2jOddRuz0M,183880,1217,19,0,160,r2jOddRuz0M
A0M-O_3FApw,104,6,0,0,1,A0M-O_3FApw
R8C0Z7i_Qtc,74904,1509,24,0,335,R8C0Z7i_Qtc
O50i3Hak6Mo,4632,440,3,0,29,O50i3Hak6Mo
G25Qc40266I,3386,161,3,0,21,G25Qc40266I
LjtbVVOI-d8,38464,886,16,0,221,LjtbVVOI-d8
TLYDf_oQnI0,41459,52,81,0,119,TLYDf_oQnI0
LsVOOf-5EMA,167079,2274,70,0,386,LsVOOf-5EMA
cuc1LB5pPWI,12372,160,53,0,223,cuc1LB5pPWI
PH16Q-Y7loA,1982,164,4,0,45,PH16Q-Y7loA
7GnixbRPIU4,6046,22,11,0,19,7GnixbRPIU4
GnEC2KWQMsA,190693,1208,545,0,746,GnEC2KWQMsA
7sTpTE3VIec,118760,1131,135,0,205,7sTpTE3VIec
tQ2Bml6KDEo,2515,132,0,0,42,tQ2Bml6KDEo
DmTgp2WjN0g,22438,604,10,0,118,DmTgp2WjN0g
qtIGYTgCpSc,62966,1840,72,0,218,qtIGYTgCpSc
O_aB9ESl_5I,71622,564,88,0,304,O_aB9ESl_5I
9zV7pR1ywZY,44419,639,15,0,87,9zV7pR1ywZY
RcNIxg1fYJM,12609,157,21,0,214,RcNIxg1fYJM
w_tj4ENjvIA,73086,398,8,0,107,w_tj4ENjvIA
ggG-GRpxVdE,12000,120,20,0,34,ggG-GRpxVdE
aVjz6tsCh6c,11246,185,15,0,48,aVjz6tsCh6c
F6dmL5PVKN4,11760,393,9,0,119,F6dmL5PVKN4
Ke-P8Yo-aqI,16437,34,105,0,81,Ke-P8Yo-aqI
HHj_7moj3SE,189425,1385,22,0,267,HHj_7moj3SE
GdCrWvvT3jM,23905,526,31,0,124,GdCrWvvT3jM
EhQSaQMqx4Q,2487,72,5,0,0,EhQSaQMqx4Q
JbvSJY7P4bE,7597,138,1,0,15,JbvSJY7P4bE
neS-4Dd4uMc,1712,67,0,0,5,neS-4Dd4uMc
k7rM22vxXbQ,425,31,0,0,0,k7rM22vxXbQ
ie1FTeLCE9k,57944,719,83,0,352,ie1FTeLCE9k
q6DutIWa1Mw,37980,524,22,0,80,q6DutIWa1Mw
zlLlH1JHTUQ,2849,118,1,0,0,zlLlH1JHTUQ
ADq4CjlVquo,5065,212,1,0,24,ADq4CjlVquo
EZyoD26bnpg,118837,2085,136,0,463,EZyoD26bnpg
MUCLuZwcBwA,664,46,0,0,3,MUCLuZwcBwA
5bJDvshK1TY,297,22,0,0,6,5bJDvshK1TY
Zdy7UDP9MGk,28175,NA,NA,0,41,Zdy7UDP9MGk
-ISS-8kWS2w,10150,467,1,0,127,-ISS-8kWS2w
-xnf1pSztGQ,14393,405,9,0,46,-xnf1pSztGQ
zHvSLZZ3Ev0,39876,1118,10,0,233,zHvSLZZ3Ev0
AGe4ZAhwyyk,75825,789,58,0,310,AGe4ZAhwyyk
NJHezqszrw8,71,0,0,0,0,NJHezqszrw8
2Xsw_n2hqZA,629,68,1,0,19,2Xsw_n2hqZA
ZcD8zubA3gc,9683,408,9,0,45,ZcD8zubA3gc
ESbIeZ_kAJE,72875,1069,18,0,156,ESbIeZ_kAJE
rExm9y4AFdg,48343,538,4,0,82,rExm9y4AFdg
j1Sl0_O0v6I,26771,357,11,0,137,j1Sl0_O0v6I
z18yO3yVGF4,61,0,0,0,1,z18yO3yVGF4
c19TiuOKrUQ,25776,776,17,0,230,c19TiuOKrUQ
yppPegjsdzw,10792,135,7,0,31,yppPegjsdzw
udF4v52Z6AI,40387,1072,81,0,310,udF4v52Z6AI
UeDpXmIFZrw,13099,322,5,0,77,UeDpXmIFZrw
AABM0-1mxfI,8885,422,10,0,91,AABM0-1mxfI
6_WeBKTxyVA,8441,347,10,0,31,6_WeBKTxyVA
Ayg7fVj9MeI,38748,157,89,0,159,Ayg7fVj9MeI
UDLT5VXLrm8,1585,148,4,0,2,UDLT5VXLrm8
FH76CFTZ278,38801,272,0,0,43,FH76CFTZ278
cMY3zep_cDs,1101,52,3,0,0,cMY3zep_cDs
4vPFRFNVbnw,47596,351,65,0,89,4vPFRFNVbnw
5VvKnbGahb8,43739,1021,9,0,103,5VvKnbGahb8
ZpTXvIY9Gi4,60064,917,19,0,160,ZpTXvIY9Gi4
gn8sSKBLTdc,26303,338,20,0,88,gn8sSKBLTdc
anR9UudrXlY,31537,481,27,0,90,anR9UudrXlY
6_2fLq1RaPo,105086,612,57,0,332,6_2fLq1RaPo
yDy8z45e80E,52062,754,32,0,216,yDy8z45e80E
P8p1jFiF92s,41562,101,352,0,230,P8p1jFiF92s
bw0LSdNdIAE,9093,300,6,0,36,bw0LSdNdIAE
WYb-7FZKAjU,12359,227,4,0,7,WYb-7FZKAjU
ms7SLGjc3Hc,13239,222,4,0,31,ms7SLGjc3Hc
fV923d6hHk4,614,8,1,0,1,fV923d6hHk4
OzDqJlBFMLo,14734,109,21,0,68,OzDqJlBFMLo
-ZRcy40Mn3Y,2911,116,3,0,10,-ZRcy40Mn3Y
Sr8K-wdDCiw,7399,243,15,0,57,Sr8K-wdDCiw
P-0MHQD7qbo,15181,320,29,0,166,P-0MHQD7qbo
nOJ5k6P99i0,88039,1583,36,0,370,nOJ5k6P99i0
hUk56ixItaw,33747,371,21,0,55,hUk56ixItaw
G5P4snppyPA,1499,11,1,0,6,G5P4snppyPA
cMX-JfhxpmQ,14688,344,7,0,41,cMX-JfhxpmQ
_uh-qmdbFRs,112319,1265,80,0,244,_uh-qmdbFRs
Q2u3OwheqDg,4190,65,8,0,17,Q2u3OwheqDg
6YDbWCQW7KM,30970,489,1,0,70,6YDbWCQW7KM
kht7ErAa_5w,14230,317,4,0,50,kht7ErAa_5w
ZXQWIf76ggc,19001,373,80,0,261,ZXQWIf76ggc
41LuaS4MsrA,34799,323,17,0,85,41LuaS4MsrA
CeTR7ChXX9s,1981,81,3,0,14,CeTR7ChXX9s
cMhNA27SBcE,8476,28,10,0,5,cMhNA27SBcE
gKtDnUvFTtU,9817,180,5,0,21,gKtDnUvFTtU
6YmtlE7WRwk,4750,219,2,0,34,6YmtlE7WRwk
lcTjPXasb4E,26613,478,15,0,165,lcTjPXasb4E
7uSQCZ5acZY,2952,169,1,0,27,7uSQCZ5acZY
u-SkyXD8PXo,34988,328,157,0,114,u-SkyXD8PXo
VyQOrDLCXMU,9018,166,4,0,29,VyQOrDLCXMU
KQQQj0336kY,88576,586,18,0,204,KQQQj0336kY
WV2bRrbn9gI,2268,23,0,0,5,WV2bRrbn9gI
ZyGytV5LJmo,2652,118,0,0,10,ZyGytV5LJmo
amb3moyVGMs,11344,45,60,0,119,amb3moyVGMs
LeV9QkUTVHs,1159,53,2,0,11,LeV9QkUTVHs
QDcl-af0UgY,39074,636,11,0,129,QDcl-af0UgY
h6WMpS9lcgU,5310,348,2,0,86,h6WMpS9lcgU
5NTIHR0mbYU,52819,1009,18,0,299,5NTIHR0mbYU
ceBn5zxj9YE,73706,1081,11,0,193,ceBn5zxj9YE
044REhmtNFA,307231,4325,191,0,1502,044REhmtNFA
2gco6tX-fJo,6012,172,1,0,29,2gco6tX-fJo
WmNe3v33JxE,278,13,0,0,0,WmNe3v33JxE
ZUEyoj291JI,20955,617,5,0,61,ZUEyoj291JI
tUjmLmZ6GN8,1600,198,0,0,56,tUjmLmZ6GN8
oiA_aVilfxM,1056,43,7,0,4,oiA_aVilfxM
9F69eks_Y0Y,8065,268,2,0,41,9F69eks_Y0Y
lVsMUp5l8I4,10662,NA,NA,0,39,lVsMUp5l8I4
ChfFq8Pb6-8,7725,227,4,0,3,ChfFq8Pb6-8
cwPq2nXFx3g,33084,511,40,0,328,cwPq2nXFx3g
cB5kjmwcd8E,15655,94,0,0,9,cB5kjmwcd8E
vE8P8_2ntMU,8803,273,9,0,34,vE8P8_2ntMU
zsN2bSzxRKs,214,4,1,0,0,zsN2bSzxRKs
SR06iyEzQsw,3707,150,3,0,14,SR06iyEzQsw
9PP3m9nkfR0,66542,95,141,0,248,9PP3m9nkfR0
yru9QeKCHiI,91407,NA,NA,0,51,yru9QeKCHiI
-kKGtExKztk,64,1,0,0,0,-kKGtExKztk
RqnQ1ZmIXo8,15797,88,2,0,43,RqnQ1ZmIXo8
qoQDay_PJMQ,8502,238,1,0,45,qoQDay_PJMQ
ud-ug5L8YOc,1280,54,7,0,24,ud-ug5L8YOc
eol_X6J2HXg,23222,NA,NA,0,46,eol_X6J2HXg
OKxfssoFP6A,6946,148,5,0,53,OKxfssoFP6A
SDd2_zTLX0k,8902,392,4,0,40,SDd2_zTLX0k
mS1bOM1JKnY,3271,89,3,0,35,mS1bOM1JKnY
-TuhMmkwq6Y,14558,283,4,0,34,-TuhMmkwq6Y
GJD6hxd5Q_k,12587,NA,NA,0,7,GJD6hxd5Q_k
zFZo-brSsOU,65180,828,129,0,391,zFZo-brSsOU
B0-2IIBR4To,30312,849,13,0,205,B0-2IIBR4To
iKlk2wLK_nU,17282,421,5,0,156,iKlk2wLK_nU
m6nHOn7PE2g,3583,128,3,0,1,m6nHOn7PE2g
MsZWuQfDZwA,12084,444,2,0,37,MsZWuQfDZwA
tmcXa-JvWtY,7433,148,2,0,20,tmcXa-JvWtY
-yuZPVvOSwM,20382,365,48,0,75,-yuZPVvOSwM
t7TMu4p9aUc,5548,299,1,0,52,t7TMu4p9aUc
792R9F0H0J4,8058,306,4,0,48,792R9F0H0J4
tDNca5EaDGU,26806,978,12,0,130,tDNca5EaDGU
IZgQOTIRCN4,7236,310,5,0,58,IZgQOTIRCN4
Ve85ILVuaWc,29585,719,12,0,77,Ve85ILVuaWc
ASdjxbH0mgU,2695,108,2,0,7,ASdjxbH0mgU
RkfuV5VmAB4,69033,265,100,0,232,RkfuV5VmAB4
hX2XoNn2p-o,7188,192,5,0,59,hX2XoNn2p-o
2H-qiB_u2t0,16473,439,14,0,140,2H-qiB_u2t0
giJDDdSGT20,8940,228,4,0,51,giJDDdSGT20
7WURg6fFIt0,3251,354,3,0,59,7WURg6fFIt0
j6d2GRHA5B8,35,5,1,0,0,j6d2GRHA5B8
jUHYG_AzhI8,189603,1730,74,0,281,jUHYG_AzhI8
eHUO75O2AXk,3739,111,3,0,11,eHUO75O2AXk
XxBGgiHJOWE,1135,30,10,0,19,XxBGgiHJOWE
dGg1XecEAr4,32734,710,14,0,124,dGg1XecEAr4
H2wlBiFJ0Mk,208760,853,65,0,282,H2wlBiFJ0Mk
PaR0A-ckNEI,93877,1964,28,0,397,PaR0A-ckNEI
CgHb4tLjnh0,978,79,0,0,9,CgHb4tLjnh0
hZDDItuxpvc,3799,108,1,0,11,hZDDItuxpvc
r7f8Ba-Tir8,11866,49,1,0,13,r7f8Ba-Tir8
N35PaHZ1qn8,462,9,0,0,5,N35PaHZ1qn8
GdJqsRLI8fU,230,0,1,0,6,GdJqsRLI8fU
qY3zQ4BWlQ8,7854,276,9,0,101,qY3zQ4BWlQ8
CXmLnJqUI9o,7865,296,1,0,76,CXmLnJqUI9o
wa6A85S1k_g,2388,125,2,0,35,wa6A85S1k_g
6QEjaq5MVpM,14920,432,3,0,85,6QEjaq5MVpM
dFf8yiQdu34,933,41,1,0,6,dFf8yiQdu34
7xTKY5LGOwc,148147,626,86,0,394,7xTKY5LGOwc
yGrQ-RdnocE,864,68,0,0,4,yGrQ-RdnocE
iK1IXx5EFrk,129,2,0,0,NA,iK1IXx5EFrk
L820_X3CfBE,3430,153,2,0,17,L820_X3CfBE
KegMtV4szU4,14403,71,8,0,25,KegMtV4szU4
HGX89IWACos,17169,137,4,0,62,HGX89IWACos
UcvBGwVMB1A,45455,NA,NA,0,56,UcvBGwVMB1A
b-DPRLhxetc,24152,475,18,0,74,b-DPRLhxetc
_sSAdbFBJYo,85871,1592,28,0,336,_sSAdbFBJYo
9ysaFJTAq5o,26961,354,6,0,35,9ysaFJTAq5o
olpr1vjfiEo,12213,86,82,0,16,olpr1vjfiEo
tc54L6OVSak,59907,694,33,0,54,tc54L6OVSak
xELtv6raG9w,13884,307,1,0,34,xELtv6raG9w
mvzpbVUwo2o,10395,395,2,0,38,mvzpbVUwo2o
1GlDH1rebo8,4661,102,1,0,22,1GlDH1rebo8
0UQ0IB366fE,826,25,1,0,1,0UQ0IB366fE
OFcBkWt7kjg,610,30,0,0,5,OFcBkWt7kjg
Yx3Ul9rzyN8,42091,391,42,0,140,Yx3Ul9rzyN8
vEAwzCC812k,3798,58,6,0,47,vEAwzCC812k
1lQFwCNL1-E,85,0,0,0,0,1lQFwCNL1-E
Js6agWrvAeA,29688,310,5,0,36,Js6agWrvAeA
OmUuHWPDKM8,37959,263,42,0,192,OmUuHWPDKM8
YhHVG2viAVY,4511,151,0,0,11,YhHVG2viAVY
WGixN1Q1kFc,15200,NA,NA,0,35,WGixN1Q1kFc
4fGXccbK8Ls,31,1,0,0,0,4fGXccbK8Ls
xtTDbca06f0,39241,37,43,0,28,xtTDbca06f0
9Jt_k829Gi0,99,3,0,0,0,9Jt_k829Gi0
dHjBNU3tygQ,33,2,0,0,0,dHjBNU3tygQ
zo_r3yn7rhI,18,1,1,0,0,zo_r3yn7rhI
1BV-tZkvCEs,846,38,0,0,2,1BV-tZkvCEs
U6hNTdrkozM,100,2,0,0,0,U6hNTdrkozM
OWOaR4BWh1o,2926,81,2,0,7,OWOaR4BWh1o
CZYY-LHQU3Y,3432,106,0,0,12,CZYY-LHQU3Y
L050eN6dCC8,4349,248,5,0,26,L050eN6dCC8
y4XoI64ZHV0,1431,15,4,0,18,y4XoI64ZHV0
HIzVxSLOe28,9608,20,3,0,4,HIzVxSLOe28
eBgg350WjhY,4427,20,0,0,1,eBgg350WjhY
uT0IABDbh5I,14813,255,1,0,74,uT0IABDbh5I
7Qx56TOzaZA,5040,189,11,0,2,7Qx56TOzaZA
bcj5516zZGU,1709,29,1,0,8,bcj5516zZGU
lHgN3v6VVQU,941,86,0,0,20,lHgN3v6VVQU
r_bTCXTY7cs,2279,109,1,0,1,r_bTCXTY7cs
6avbBBMfBkY,9830,NA,NA,0,42,6avbBBMfBkY
9koDxMdG7wA,12640,400,1,0,30,9koDxMdG7wA
o5p7teCiD9c,1587,22,0,0,6,o5p7teCiD9c
T-pMUpXvmWQ,171,10,0,0,1,T-pMUpXvmWQ
EtQiXgju0i4,1106,30,0,0,0,EtQiXgju0i4
XK3kFlXQ19I,17892,214,11,0,128,XK3kFlXQ19I
IFi8zzTIme0,2184,74,1,0,10,IFi8zzTIme0
XovSlln7Syg,9,1,0,0,0,XovSlln7Syg
