id,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,vid_id
lSaVpilQur4,795,18,1,0,0,lSaVpilQur4
8F5PxHUWC-w,1651,10,0,0,0,8F5PxHUWC-w
3v_gzydi1nQ,278813,1194,206,0,530,3v_gzydi1nQ
IlrWkAAjgMA,108,5,0,0,0,IlrWkAAjgMA
CqXrpteup6s,59,0,0,0,0,CqXrpteup6s
C2xZ_DkqZbs,3790,163,2,0,15,C2xZ_DkqZbs
4LTI7sgnGVw,25080,200,94,0,44,4LTI7sgnGVw
igLJY6_TUXs,24675,90,45,0,114,igLJY6_TUXs
FRcBDuorEx4,4087,35,2,0,4,FRcBDuorEx4
Ya5Sdlf2wtY,46,3,0,0,0,Ya5Sdlf2wtY
h_uEXcfbJYE,2562,159,2,0,47,h_uEXcfbJYE
sAnbx5G2sGE,69,0,0,0,0,sAnbx5G2sGE
cjFyRhBLv4o,2492,20,1,0,11,cjFyRhBLv4o
ZGVRWvj4FoY,44,3,0,0,0,ZGVRWvj4FoY
dSqU2FlPocI,183,1,0,0,0,dSqU2FlPocI
0_YLZ3QJw9E,35,0,0,0,0,0_YLZ3QJw9E
pkybE-7O94k,4366,59,4,0,14,pkybE-7O94k
SktKF76KI14,793,4,1,0,6,SktKF76KI14
J7JCOnVYh-0,49,1,0,0,0,J7JCOnVYh-0
ISlB6fHpyA8,38,1,0,0,0,ISlB6fHpyA8
nnv7X83st78,69,6,0,0,0,nnv7X83st78
IUDQgV249kY,34,1,0,0,0,IUDQgV249kY
QKxCDgxXciY,1,0,0,0,0,QKxCDgxXciY
gK2T26xtFoE,0,0,0,0,0,gK2T26xtFoE
ENqtyr7Erig,3,0,0,0,0,ENqtyr7Erig
dQX2-kLH-D4,45583,1529,46,0,404,dQX2-kLH-D4
MwesXawp5ls,33587,331,76,0,128,MwesXawp5ls
Mopj79RO1yM,1534821,12578,1593,0,4596,Mopj79RO1yM
M2I9N_viCwc,8972,260,14,0,52,M2I9N_viCwc
iRLv5p_Xuhs,75381,339,123,0,190,iRLv5p_Xuhs
G89tl4eXWSM,49819,804,199,0,271,G89tl4eXWSM
4sEYFNZmURQ,122301,1070,254,0,336,4sEYFNZmURQ
UorXA0I6110,378670,1153,308,0,922,UorXA0I6110
KCUdAK0vXIc,530843,4742,2108,0,1822,KCUdAK0vXIc
DCGuUnvpnMQ,51829,606,53,0,612,DCGuUnvpnMQ
p94-Nix1y14,19157,446,6,0,104,p94-Nix1y14
IGjHS0YPPCw,32482,1130,50,0,495,IGjHS0YPPCw
898q6IEwm40,9540,83,40,0,68,898q6IEwm40
QK52TojfBKE,62502,305,86,0,396,QK52TojfBKE
RUt9YzgvEYI,36380,833,108,0,26,RUt9YzgvEYI
m62nB9TEBCM,5562,27,6,0,0,m62nB9TEBCM
c8dyc57fwNE,58743,445,29,0,190,c8dyc57fwNE
uj-yykCNHDQ,83467,2606,89,0,325,uj-yykCNHDQ
1RnyDjaZI2Q,32657,224,79,0,42,1RnyDjaZI2Q
7NsTuvByh8I,270527,1846,192,0,601,7NsTuvByh8I
MeuGMcgWNz0,10576,175,16,0,126,MeuGMcgWNz0
su_7uYQfWjY,113784,595,285,0,813,su_7uYQfWjY
X-sF4wP274s,8647,174,9,0,49,X-sF4wP274s
x3SLBn7EbUU,350123,1362,435,0,1336,x3SLBn7EbUU
l-h2yVK1FKg,15083,15,12,0,69,l-h2yVK1FKg
60Bvc0zjIMc,25875,464,6,0,256,60Bvc0zjIMc
TuKibF_WSCE,505089,5892,227,0,1106,TuKibF_WSCE
xUqmbPtyhB8,10238,95,17,0,0,xUqmbPtyhB8
5ApY3NPerN4,54721,2093,32,0,287,5ApY3NPerN4
gB4FjhDOkcw,34997,139,11,0,138,gB4FjhDOkcw
it0nxlOq-yg,4176,NA,NA,0,3,it0nxlOq-yg
Rs79sqFenFo,19709,229,16,0,73,Rs79sqFenFo
-6h0eCfvp8k,16618,65,74,0,5,-6h0eCfvp8k
mCh-KCzfa7g,7599,48,16,0,17,mCh-KCzfa7g
0xqvddmvmjw,5739,14,2,0,0,0xqvddmvmjw
Jjt6q9GAxmo,2571,25,6,0,24,Jjt6q9GAxmo
t2DVChTwDr4,5331,335,2,0,52,t2DVChTwDr4
GLHQ7vy4rhI,25697,166,15,0,153,GLHQ7vy4rhI
nA8R8rtO-CM,1388,11,8,0,0,nA8R8rtO-CM
YWAbz9F9b3w,1643,31,2,0,24,YWAbz9F9b3w
2wj4pT6j3fs,18833,88,16,0,113,2wj4pT6j3fs
gRMaA6ApsKY,56407,870,46,0,587,gRMaA6ApsKY
_HRSJBTw5Pw,8456,206,3,0,106,_HRSJBTw5Pw
2dkpynon9m4,398,3,0,0,2,2dkpynon9m4
Ha42Xt3rd_o,210535,1909,104,0,738,Ha42Xt3rd_o
o14w0NljJUE,523,22,2,0,6,o14w0NljJUE
fCkfL4aMFXQ,243859,757,84,0,310,fCkfL4aMFXQ
UoP0cC7oQN0,11479,116,34,0,NA,UoP0cC7oQN0
Ey6wDrijJU8,30706,200,37,0,157,Ey6wDrijJU8
TkJPvzwCNTI,331909,853,167,0,276,TkJPvzwCNTI
UTFLBg2VbmY,484620,3420,968,0,2839,UTFLBg2VbmY
slritvN1nZg,94006,1937,89,0,645,slritvN1nZg
3k0iWf1AF54,24955,1210,15,0,165,3k0iWf1AF54
gZ9QXYkASpQ,33851,217,61,0,202,gZ9QXYkASpQ
YLkkVPwLYYI,33886,69,33,0,87,YLkkVPwLYYI
ILSGo9PfQ9w,197860,671,182,0,330,ILSGo9PfQ9w
aj8meKRoTnQ,4551,26,6,0,0,aj8meKRoTnQ
l5xpqlkCACE,52145,242,78,0,187,l5xpqlkCACE
AThdrhRQyzM,92214,543,126,0,355,AThdrhRQyzM
Z35PLD1kQ3M,56998,327,24,0,238,Z35PLD1kQ3M
wBtzadSz44M,95368,745,133,0,231,wBtzadSz44M
OnJKGjM4sG4,72371,196,107,0,100,OnJKGjM4sG4
qoSW8qEAPm8,121848,3026,62,0,417,qoSW8qEAPm8
IFrxfGZb5nA,96141,765,22,0,156,IFrxfGZb5nA
VlY8vRhoXdQ,52694,183,95,0,98,VlY8vRhoXdQ
4wrptW-9WRU,9045,174,98,0,35,4wrptW-9WRU
YzME5p9_mX4,44040,324,34,0,337,YzME5p9_mX4
lnrgTHyfOxQ,2224,33,5,0,35,lnrgTHyfOxQ
8iWnQng5Ims,6224,117,25,0,57,8iWnQng5Ims
lIXxewPoHr4,13982,298,5,0,33,lIXxewPoHr4
hgLQ9bSS22g,134409,751,95,0,187,hgLQ9bSS22g
AUH3U1o8Aa4,53569,870,16,0,191,AUH3U1o8Aa4
iz5ICJdkXu4,31047,117,42,0,169,iz5ICJdkXu4
rErJajYzgYU,434168,1860,1880,0,1043,rErJajYzgYU
IVraIrwNwoE,634,18,1,0,2,IVraIrwNwoE
oXt9GthZ6jA,5039,247,9,0,0,oXt9GthZ6jA
EJqeunIpCxw,19583,284,10,0,296,EJqeunIpCxw
ozBmjOW6ai8,148285,672,235,0,433,ozBmjOW6ai8
P2gRF68s1p4,3708,52,4,0,29,P2gRF68s1p4
dogMoH1m_2k,9088,16,5,0,3,dogMoH1m_2k
Fv_UoNzbyoA,43637,119,86,0,76,Fv_UoNzbyoA
9ttjZtAlM6M,811,16,1,0,1,9ttjZtAlM6M
Vo3NAsVYYy0,157053,533,192,0,395,Vo3NAsVYYy0
ffPNXMaEfMA,19580,285,42,0,116,ffPNXMaEfMA
yScbCsqLlac,214945,850,165,0,376,yScbCsqLlac
AxUpN5EHg-Y,57462,456,272,0,395,AxUpN5EHg-Y
JL0tqs514IY,277005,1601,472,0,1287,JL0tqs514IY
DTrC2DMPf0M,8196,62,29,0,56,DTrC2DMPf0M
eVynKfG39Vs,13359,827,5,0,0,eVynKfG39Vs
S8kTKxxSNXg,351,0,0,0,5,S8kTKxxSNXg
ge9WqIxa-Ws,4207,97,1,0,23,ge9WqIxa-Ws
IaPr_53A2Oo,16433,513,20,0,82,IaPr_53A2Oo
F-T5swK6bvg,7711,23,82,0,0,F-T5swK6bvg
LVICyx5jwYQ,411669,1196,312,0,896,LVICyx5jwYQ
VOTYG8fNVEI,108,0,0,0,0,VOTYG8fNVEI
-Djt6KH9wws,137298,317,198,0,129,-Djt6KH9wws
SCLSLfzQNHo,21008,77,82,0,NA,SCLSLfzQNHo
gLXjvt8n59E,429,2,2,0,0,gLXjvt8n59E
7f_0I0aSFsw,5111,90,2,0,21,7f_0I0aSFsw
QSHtmss8GCc,222,1,2,0,2,QSHtmss8GCc
kWWS3Xmc680,3073,31,3,0,17,kWWS3Xmc680
tEsUXQree7E,22950,106,40,0,52,tEsUXQree7E
ki47WHDsvLU,38571,572,56,0,164,ki47WHDsvLU
J4xZcmcfyV0,11391,26,43,0,80,J4xZcmcfyV0
9q9ygOISPF0,3294,17,1,0,28,9q9ygOISPF0
7gYc8RHkdk0,75814,455,52,0,22,7gYc8RHkdk0
ogEONeJM3nA,728,1,6,0,3,ogEONeJM3nA
rxyoaff8rSc,29475,322,74,0,141,rxyoaff8rSc
s-55lq-kG_U,8293,30,9,0,48,s-55lq-kG_U
qnVe86f4AcU,184218,498,380,0,602,qnVe86f4AcU
BbURFdiNy_o,90,0,1,0,4,BbURFdiNy_o
dzVA0TYFeqs,28985,483,11,0,96,dzVA0TYFeqs
4prghaVYEek,860,9,9,0,13,4prghaVYEek
k05Hu5Pb_dA,9778,162,33,0,47,k05Hu5Pb_dA
mqEF4ikp8SE,7327,52,4,0,14,mqEF4ikp8SE
DnYIXa2QHwA,4092,187,1,0,22,DnYIXa2QHwA
nNPkSQFRTsA,27912,69,16,0,44,nNPkSQFRTsA
fFXRjgLooKo,8531,37,1,0,69,fFXRjgLooKo
D1jmkgAc7sw,2819,4,8,0,5,D1jmkgAc7sw
kuAO1wJszew,113300,703,111,0,526,kuAO1wJszew
wRTJfSygg4Y,14791,232,5,0,32,wRTJfSygg4Y
BJQAaiE8lok,17049,124,39,0,101,BJQAaiE8lok
cOiQWPCmGwI,12459,573,17,0,97,cOiQWPCmGwI
T0bWc4wG1-Q,130,0,1,0,0,T0bWc4wG1-Q
VwnYqKK3nt0,2847,16,0,0,26,VwnYqKK3nt0
gk57dEj9ynU,101211,79,3,0,16,gk57dEj9ynU
jNXuBgDZy3U,13706,40,8,0,15,jNXuBgDZy3U
MTT4c8im10o,232,8,0,0,0,MTT4c8im10o
jzEVMq5ONI8,7204,55,29,0,33,jzEVMq5ONI8
8_9K-jeUWjs,64835,2342,43,0,391,8_9K-jeUWjs
fq6Sh2nP0kA,105636,959,301,0,504,fq6Sh2nP0kA
0KES6CpSra8,7680,117,9,0,60,0KES6CpSra8
tmSMwFEvVMs,847,5,4,0,2,tmSMwFEvVMs
2A0K5LeUhq8,101680,628,119,0,236,2A0K5LeUhq8
7vLG0NM1jkw,4698,27,17,0,34,7vLG0NM1jkw
mXbavy4Dvs4,12345,112,7,0,62,mXbavy4Dvs4
G4NEj9Ee7_E,111090,646,62,0,24,G4NEj9Ee7_E
hNobuLxVAws,2923,20,2,0,0,hNobuLxVAws
d4hvr-6APUI,32034,1266,21,0,91,d4hvr-6APUI
F7MfwdTHAhc,2290,12,3,0,17,F7MfwdTHAhc
24OrREqivsc,62912,637,49,0,135,24OrREqivsc
ekhIJN1dRPc,65088,68,141,0,329,ekhIJN1dRPc
kXXk-VAYwPg,4854,78,16,0,30,kXXk-VAYwPg
yTnZ3yuTWyI,45819,304,10,0,62,yTnZ3yuTWyI
43TGMEHFUhE,5078,30,1,0,24,43TGMEHFUhE
jAsDwaqu_EM,6238,69,2,0,23,jAsDwaqu_EM
GhFyQb05WdQ,7924,234,8,0,87,GhFyQb05WdQ
go61KDX8xqA,18355,114,35,0,56,go61KDX8xqA
0wAhVjcMfzI,21,1,0,0,0,0wAhVjcMfzI
1mxneFNamNA,45342,197,33,0,71,1mxneFNamNA
Uu0omvpk158,4556,80,0,0,25,Uu0omvpk158
2h1Z23gFqsw,5785,306,5,0,61,2h1Z23gFqsw
1KnXJQ4Xzvs,15535,NA,NA,0,NA,1KnXJQ4Xzvs
W9_PMHQSKX8,6267,6,2,0,7,W9_PMHQSKX8
A3g12wyMLjs,29495,174,31,0,104,A3g12wyMLjs
qi_mCqaeJKc,7403,161,45,0,40,qi_mCqaeJKc
0ovU3kmu-_k,299,1,2,0,1,0ovU3kmu-_k
O5mxjHpFWAE,6637,13,91,0,35,O5mxjHpFWAE
RWnssdU3A2U,429,3,0,0,1,RWnssdU3A2U
17eamp9V1xI,755,14,0,0,4,17eamp9V1xI
lqw6J0cH-tc,7398,249,2,0,102,lqw6J0cH-tc
kcZNoo1BybQ,564,7,0,0,2,kcZNoo1BybQ
nx6GUxsYmYY,2982,1,1,0,3,nx6GUxsYmYY
7trZZ2zsklw,4372,57,21,0,11,7trZZ2zsklw
C88ogOCmnnk,2710,16,1,0,3,C88ogOCmnnk
jp0JBuulL_c,4369,28,1,0,3,jp0JBuulL_c
0Gh5R8dUpJI,16605,116,32,0,265,0Gh5R8dUpJI
PwD4ioXFeBE,815,3,2,0,3,PwD4ioXFeBE
hGaNed45ZYU,537,6,3,0,3,hGaNed45ZYU
bC7neM0cQRE,10601,62,18,0,15,bC7neM0cQRE
51VeYyXoF0U,118812,3816,58,0,471,51VeYyXoF0U
S6cPW2LhAX8,3824,22,3,0,14,S6cPW2LhAX8
0w57dYXr43g,2026,12,0,0,4,0w57dYXr43g
_d0S4dQcurs,1445,14,4,0,9,_d0S4dQcurs
-_mszxDbZQ4,700804,2828,541,0,1898,-_mszxDbZQ4
ngaqfEeeKrQ,5176,141,2,0,56,ngaqfEeeKrQ
KLPVV66-3UE,5036,80,5,0,41,KLPVV66-3UE
dTUd7VSo5-w,688,0,3,0,7,dTUd7VSo5-w
f3EQdCFDCpg,2174,31,3,0,30,f3EQdCFDCpg
9RZhAvNMMQE,967,1,0,0,1,9RZhAvNMMQE
v_FY6ISmRYI,66383,261,131,0,395,v_FY6ISmRYI
M1Y0VS7jIiA,24980,221,12,0,38,M1Y0VS7jIiA
HTeog1zEs0E,2017,6,0,0,7,HTeog1zEs0E
yR43YvExjFU,13142,52,30,0,53,yR43YvExjFU
CCeQgvVbBZ8,1064,5,3,0,5,CCeQgvVbBZ8
f10nb2khLng,334,3,0,0,0,f10nb2khLng
o22xR-bNlIc,6823,39,6,0,28,o22xR-bNlIc
sP8F8qrCe0c,62584,711,45,0,243,sP8F8qrCe0c
TuvvBHzRkuU,1476,24,8,0,0,TuvvBHzRkuU
Xgn36AbulZM,1413,6,0,0,2,Xgn36AbulZM
Ho4foRaT96M,7349,47,16,0,14,Ho4foRaT96M
28uicXg7HxY,1370,21,1,0,6,28uicXg7HxY
W29-2qUN6r8,13951,73,18,0,32,W29-2qUN6r8
Bnqzo7r1VGk,775,3,7,0,3,Bnqzo7r1VGk
f6JYxrKfqXQ,10,0,0,0,0,f6JYxrKfqXQ
moLsgwL5808,2373,12,1,0,5,moLsgwL5808
xoD2nys7gJM,6316,28,1,0,3,xoD2nys7gJM
O4KI2UDYWvo,433,6,0,0,0,O4KI2UDYWvo
1LND1fYlPWQ,2638,31,4,0,7,1LND1fYlPWQ
KcNWWHyD1O4,208,17,0,0,3,KcNWWHyD1O4
k2z8icaKvjc,1104,28,1,0,NA,k2z8icaKvjc
2A4RWBYGXYA,273,6,0,0,1,2A4RWBYGXYA
WrtwwWEl-X8,5961,12,27,0,11,WrtwwWEl-X8
suHmZm9PFeE,4260,54,4,0,2,suHmZm9PFeE
GmBHh01yBJk,1399,21,2,0,5,GmBHh01yBJk
n37NDG3vDGE,27080,720,9,0,11,n37NDG3vDGE
zsUaEPd9Aec,58998,294,296,0,277,zsUaEPd9Aec
prF_-f7z_Ss,1890,11,2,0,5,prF_-f7z_Ss
e4s9pAXuw6Y,1081,24,0,0,1,e4s9pAXuw6Y
2_78CkRK-z8,5421,34,1,0,29,2_78CkRK-z8
9Gcv5Fye0cU,18657,504,8,0,4,9Gcv5Fye0cU
6tjrG6G424A,23,1,0,0,0,6tjrG6G424A
NGHfG3qDyv8,5240,17,16,0,54,NGHfG3qDyv8
4sbN7iHvpgw,871,5,0,0,0,4sbN7iHvpgw
E6Fi8obXw2s,17,0,0,0,0,E6Fi8obXw2s
5tWAEdMFKeI,6422,21,5,0,10,5tWAEdMFKeI
-Apl9rSNeHc,6470,19,26,0,11,-Apl9rSNeHc
kcj5AIdqtws,1988,23,6,0,0,kcj5AIdqtws
t79LvouRBHQ,4420,138,3,0,15,t79LvouRBHQ
2ZOtM-YKvnA,798,0,0,0,5,2ZOtM-YKvnA
ck05k1izT-E,735,14,0,0,1,ck05k1izT-E
viysu6bjFfk,46946,846,120,0,307,viysu6bjFfk
O-tdXEQAdpg,6080,38,3,0,19,O-tdXEQAdpg
da-4z-p2BDw,634,5,1,0,1,da-4z-p2BDw
qybvwRSUlsM,157,1,0,0,0,qybvwRSUlsM
U4rkYGNq_Ow,1331,3,3,0,23,U4rkYGNq_Ow
OUpfFCe3oW8,2240,58,0,0,7,OUpfFCe3oW8
Zexw1Mt6a3U,7262,111,15,0,38,Zexw1Mt6a3U
xQNXqeCvjt0,36258,NA,NA,0,54,xQNXqeCvjt0
pMqC7Zs42U8,10775,54,17,0,19,pMqC7Zs42U8
jecUN_0OvBU,1236,4,0,0,3,jecUN_0OvBU
3zD0sMEUjeA,896,9,1,0,11,3zD0sMEUjeA
sqaHiPSWps4,196089,40,306,0,93,sqaHiPSWps4
NKOYNiB1aUQ,910,4,1,0,3,NKOYNiB1aUQ
Y3jVlbOj-Js,283,1,0,0,0,Y3jVlbOj-Js
HUbt-BWHfik,15139,62,20,0,35,HUbt-BWHfik
tuTm3F-lhQQ,463,0,0,0,2,tuTm3F-lhQQ
qGH6IuIVzFk,8026,437,4,0,100,qGH6IuIVzFk
vWaCBFClD4c,1880,9,6,0,22,vWaCBFClD4c
sZ0MWUfmM54,535,4,0,0,0,sZ0MWUfmM54
kwvCDi7aRa0,1407,18,11,0,3,kwvCDi7aRa0
nkYSh01NkcY,6795,180,47,0,31,nkYSh01NkcY
lIbnxDsgONg,829,3,0,0,1,lIbnxDsgONg
HoGHVzeZmHU,1004,2,0,0,2,HoGHVzeZmHU
VPOHRxUIpBY,415,0,0,0,4,VPOHRxUIpBY
PYxnFkaiV9g,1652,6,3,0,2,PYxnFkaiV9g
b8M-DLOPkgo,13862,263,79,0,67,b8M-DLOPkgo
G1yQffvKJjE,403,11,1,0,2,G1yQffvKJjE
l96aI3BObI0,1537,9,2,0,0,l96aI3BObI0
JQL6rQrby4M,205,0,0,0,0,JQL6rQrby4M
kDW6K_h9cwk,590,15,0,0,3,kDW6K_h9cwk
QOUEDQiNZ-M,63,1,0,0,0,QOUEDQiNZ-M
7W7S9_0GAJE,743,10,3,0,3,7W7S9_0GAJE
ykubpt0r9UA,4865,27,6,0,28,ykubpt0r9UA
feHY_56DNus,133,1,0,0,0,feHY_56DNus
FepGTwUrOsk,23236,43,1,0,15,FepGTwUrOsk
jwUTDII_CtU,5589,46,47,0,7,jwUTDII_CtU
hFL9pEwOZZA,409,1,0,0,4,hFL9pEwOZZA
7sIh01Ux5do,3427,13,4,0,4,7sIh01Ux5do
2fy6za4hZQ4,69,0,0,0,0,2fy6za4hZQ4
5tV_O9ICioQ,113,5,0,0,2,5tV_O9ICioQ
4AMaxfWfuMw,2322,5,14,0,17,4AMaxfWfuMw
WJ4R5HQoXwU,714,9,1,0,0,WJ4R5HQoXwU
cAj8di6CwF0,2877,16,6,0,13,cAj8di6CwF0
4W7ka9Ed0h8,1617,8,2,0,5,4W7ka9Ed0h8
yuk_043QgOk,7863,15,8,0,14,yuk_043QgOk
cJNQD2qFgmk,542,6,1,0,1,cJNQD2qFgmk
uWzt5TQulLg,997,3,1,0,27,uWzt5TQulLg
rctIrxjA0wM,5020,17,7,0,0,rctIrxjA0wM
8h_2Y80SffQ,737,7,1,0,0,8h_2Y80SffQ
-jnAyO3hZ94,1646,18,2,0,1,-jnAyO3hZ94
lU-xZg2mDDU,21548,20,6,0,30,lU-xZg2mDDU
a0jVHrnPOgU,909,6,2,0,1,a0jVHrnPOgU
mf0-zmgoRbw,26514,306,26,0,54,mf0-zmgoRbw
FS6keCk68Eo,1050,9,0,0,5,FS6keCk68Eo
dbKL3sZ9K7Y,90,3,0,0,NA,dbKL3sZ9K7Y
TCUz0VX3kVA,677,5,0,0,0,TCUz0VX3kVA
aFqD0LuwgNQ,727,3,5,0,0,aFqD0LuwgNQ
ChNsk3NcVjw,21841,113,121,0,130,ChNsk3NcVjw
RFm0v1LdO5g,231,1,2,0,0,RFm0v1LdO5g
S3-wzjNnBo4,1515,44,1,0,3,S3-wzjNnBo4
jRnutqISRH8,2917,7,3,0,7,jRnutqISRH8
oVDZAweUhgM,101,3,1,0,2,oVDZAweUhgM
OnJVmg-w9r0,58,0,0,0,0,OnJVmg-w9r0
TuTlakRxB-g,503,10,3,0,4,TuTlakRxB-g
J1cIDvVKpR8,80,7,0,0,0,J1cIDvVKpR8
apOqz74W7xA,1233,6,1,0,3,apOqz74W7xA
izTcrvXeBKM,429,0,0,0,2,izTcrvXeBKM
_5VQOs47jn8,109,3,0,0,1,_5VQOs47jn8
7KuirIsQFdI,766,4,0,0,5,7KuirIsQFdI
V00gjhz-cK8,637,7,1,0,4,V00gjhz-cK8
Ya5Sdlf2wtY,46,3,0,0,0,Ya5Sdlf2wtY
1zbED1eVPPc,359,4,0,0,1,1zbED1eVPPc
eqOtQus8k3k,217,0,0,0,0,eqOtQus8k3k
elG_2ZGpwlc,3908,14,9,0,7,elG_2ZGpwlc
yY9PHiP1Fgg,567,1,0,0,4,yY9PHiP1Fgg
nQ4YqHU0u7E,1881,13,33,0,2,nQ4YqHU0u7E
9iSktKXNb6E,482,2,2,0,0,9iSktKXNb6E
3h4J6KJf53I,470,2,0,0,2,3h4J6KJf53I
hI9Od-Qbn3g,295,2,0,0,0,hI9Od-Qbn3g
vhNiJPKhtYU,29345,620,3,0,32,vhNiJPKhtYU
kdaimgaHEOk,597,2,1,0,4,kdaimgaHEOk
PiDO3youvG8,181,2,1,0,0,PiDO3youvG8
GrWuhCkYmcE,23267,NA,NA,0,38,GrWuhCkYmcE
C47faf_7xFw,2709,16,2,0,2,C47faf_7xFw
KV-yeyMduMw,220,2,0,0,4,KV-yeyMduMw
Zm17lZXUPB4,20,0,0,0,0,Zm17lZXUPB4
GlueyUF8LVc,5480,36,68,0,47,GlueyUF8LVc
4TTvEBt6pBc,51,1,0,0,0,4TTvEBt6pBc
aS_jrS7NGQQ,221,2,0,0,0,aS_jrS7NGQQ
Sk1Kyhtou34,429,21,0,0,0,Sk1Kyhtou34
EB09j_9x3sw,909,25,1,0,12,EB09j_9x3sw
8NwCIbyTH6A,56,1,0,0,0,8NwCIbyTH6A
jY6Ke5vbJho,50,0,0,0,0,jY6Ke5vbJho
fUj_v7BtxWw,1262,6,2,0,2,fUj_v7BtxWw
i91WPWTB1Jo,357,0,2,0,0,i91WPWTB1Jo
JpWUlvKRVW8,6,0,0,0,0,JpWUlvKRVW8
88jVN8i3Y2Y,4,0,0,0,0,88jVN8i3Y2Y
075p5mT9u2c,405,0,1,0,3,075p5mT9u2c
jfttSDa4xwE,450,0,1,0,0,jfttSDa4xwE
aWsUUw9zSiQ,392,3,0,0,0,aWsUUw9zSiQ
jbcziWRCXAk,132,0,2,0,0,jbcziWRCXAk
4gKdh2XEcG0,2,0,0,0,0,4gKdh2XEcG0
azi7UP9NQh0,1064,2,3,0,0,azi7UP9NQh0
VTCmkOpiYiM,1701,1,2,0,1,VTCmkOpiYiM
C8dUiHVgPco,17,0,0,0,1,C8dUiHVgPco
0pLEi28VgKA,4859,26,9,0,NA,0pLEi28VgKA
bnZRhD7_56Q,215,1,0,0,0,bnZRhD7_56Q
eSDmbCDNOB8,4,0,0,0,0,eSDmbCDNOB8
ZDiVwXHpFzg,2007,25,6,0,5,ZDiVwXHpFzg
MB6xtd8iWWo,35,1,0,0,0,MB6xtd8iWWo
w1PG1RCr_KI,43,0,0,0,0,w1PG1RCr_KI
eH19NOSlMHk,263,1,0,0,2,eH19NOSlMHk
xlgI1D_Mwzk,5016,NA,NA,0,6,xlgI1D_Mwzk
o9iJRnRNZHs,245,0,0,0,0,o9iJRnRNZHs
Dd9RnPPAYTI,1,0,0,0,0,Dd9RnPPAYTI
22gpH1kmiM4,257,3,1,0,2,22gpH1kmiM4
GtMqFj0pahQ,1504,3,2,0,0,GtMqFj0pahQ
2_TH24shKwU,116,4,0,0,1,2_TH24shKwU
BWOv0wAajuY,696,6,0,0,3,BWOv0wAajuY
lrKtfJPkAYo,4,0,0,0,0,lrKtfJPkAYo
4IQw0EjDVOY,295,3,0,0,0,4IQw0EjDVOY
69NUPe0wylI,1,0,0,0,0,69NUPe0wylI
Ha-beZz7wtI,27,0,0,0,0,Ha-beZz7wtI
qGkJdK4kyxM,8564,NA,NA,0,29,qGkJdK4kyxM
-EJ2g0T92A8,16,0,0,0,0,-EJ2g0T92A8
kiJ5Ygtb7H0,937,3,2,0,0,kiJ5Ygtb7H0
OWnQwviR_QM,615,8,0,0,1,OWnQwviR_QM
Mzs_68GeCmE,43,0,0,0,0,Mzs_68GeCmE
mtNDIZFulZ8,25,3,0,0,0,mtNDIZFulZ8
s7UjNFwiYkQ,0,0,0,0,0,s7UjNFwiYkQ
nqiS-zFCw0Q,78,1,0,0,0,nqiS-zFCw0Q
8n1_G9dSNU8,307,0,0,0,0,8n1_G9dSNU8
VhiZbCaTEQ0,596,1,1,0,4,VhiZbCaTEQ0
Lp8qjcxqUus,211,0,0,0,0,Lp8qjcxqUus
wZ_04lgOalY,8,0,0,0,0,wZ_04lgOalY
drTixRAVXmE,5074,113,7,0,10,drTixRAVXmE
qkFN4FgokXE,4,0,0,0,0,qkFN4FgokXE
r5UzTt6uj_E,252,0,0,0,0,r5UzTt6uj_E
mqTT0idqDac,4,0,0,0,0,mqTT0idqDac
hoRECSkjgRU,10,0,0,0,0,hoRECSkjgRU
pUT6AqmUXjM,691,27,0,0,13,pUT6AqmUXjM
-x8VxHpFEw0,33282,328,17,0,81,-x8VxHpFEw0
N0DZlyo99l8,2,0,0,0,0,N0DZlyo99l8
xXscvbPGwZA,2,0,0,0,0,xXscvbPGwZA
gG5vh9woMqg,1,0,0,0,0,gG5vh9woMqg
7OyGBPToTeU,1,0,0,0,0,7OyGBPToTeU
aH715FKO-FA,0,0,0,0,0,aH715FKO-FA
4k3ylHZU3Ag,0,0,0,0,0,4k3ylHZU3Ag
